id,filename,status,length_x,width_y,height_z,bbox_volume,convex_hull_volume,frontal_area
F_S_WWC_WM_001,F_S_WWC_WM_001.stl,success,4.745264410972595,2.0199434757232666,1.415209949016571,13.56502212700091,8.647759148655988,1.785025
F_S_WWC_WM_002,F_S_WWC_WM_002.stl,success,4.643415331840515,2.0433804988861084,1.4276077151298523,13.545519371137585,8.620853765596982,1.7152
F_S_WWC_WM_003,F_S_WWC_WM_003.stl,success,5.006860136985779,2.0375890731811523,1.432217538356781,14.611373770365622,9.090486399295374,1.751325
F_S_WWC_WM_005,F_S_WWC_WM_005.stl,success,4.699978053569794,2.2908313274383545,1.3563130497932434,14.603228604703686,9.885466207141238,1.868
F_S_WWC_WM_009,F_S_WWC_WM_009.stl,success,4.647561967372894,2.269069194793701,1.4096660017967224,14.86582973968628,9.881036906693648,1.847325
F_S_WWC_WM_013,F_S_WWC_WM_013.stl,success,4.910520792007446,2.2923877239227295,1.3724302649497986,15.449197136096306,10.239936197582155,1.8848
F_S_WWC_WM_023,F_S_WWC_WM_023.stl,success,4.664700388908386,2.1780920028686523,1.4019723534584045,14.24424465831328,9.030914446337135,1.7954
F_S_WWC_WM_027,F_S_WWC_WM_027.stl,success,4.519391655921936,2.1177430152893066,1.3453057408332825,12.87580031959506,8.627674413366245,1.7296250000000002
F_S_WWC_WM_045,F_S_WWC_WM_045.stl,success,4.427047550678253,2.0195674896240234,1.4156023859977722,12.656506416668934,8.438224094192682,1.8227250000000002
F_S_WWC_WM_048,F_S_WWC_WM_048.stl,success,4.931343197822571,2.011880397796631,1.4281215071678162,14.168782942064643,8.734407752419353,1.7390750000000001
F_S_WWC_WM_067,F_S_WWC_WM_067.stl,success,5.001217901706696,2.26470947265625,1.4197755455970764,16.080811651523614,10.506194446437306,1.8987
F_S_WWC_WM_073,F_S_WWC_WM_073.stl,success,4.73744010925293,2.1576011180877686,1.4386724829673767,14.705399526885317,9.588445344164976,1.8046
F_S_WWC_WM_075,F_S_WWC_WM_075.stl,success,4.64437997341156,1.9853394031524658,1.4443675875663757,13.318037698884522,8.4894471213675,1.738575
F_S_WWC_WM_076,F_S_WWC_WM_076.stl,success,4.846388339996338,2.262110471725464,1.3706582188606262,15.026616261805879,9.929515623359386,1.8143500000000001
F_S_WWC_WM_082,F_S_WWC_WM_082.stl,success,4.9235817193984985,2.1224207878112793,1.3271668553352356,13.868777102039553,8.972025178595516,1.746675
F_S_WWC_WM_089,F_S_WWC_WM_089.stl,success,4.649888753890991,2.1107800006866455,1.4148555397987366,13.886654583489424,8.887192578747298,1.7434500000000002
F_S_WWC_WM_091,F_S_WWC_WM_091.stl,success,4.44307816028595,1.9293913841247559,1.419529139995575,12.168823726864392,7.818711231321664,1.7179
F_S_WWC_WM_096,F_S_WWC_WM_096.stl,success,4.812203407287598,1.9633136987686157,1.4241576790809631,13.455249306653068,8.44965195250253,1.7006750000000002
F_S_WWC_WM_100,F_S_WWC_WM_100.stl,success,4.893547236919403,1.9312342405319214,1.3470016121864319,12.729954553320516,8.108868878290536,1.657825
F_S_WWC_WM_101,F_S_WWC_WM_101.stl,success,4.6300042271614075,2.0615320205688477,1.4490960240364075,13.831479494055003,8.647748309263692,1.7418250000000002
F_S_WWC_WM_111,F_S_WWC_WM_111.stl,success,4.830267667770386,2.072885036468506,1.4539338946342468,14.557643349842278,9.43698440446003,1.8057750000000001
F_S_WWC_WM_113,F_S_WWC_WM_113.stl,success,4.475658059120178,2.224130630493164,1.3352506756782532,13.291683659554586,9.08120913629171,1.800675
F_S_WWC_WM_116,F_S_WWC_WM_116.stl,success,4.731500029563904,1.981907606124878,1.4051211476325989,13.176377284559624,8.672852467919517,1.782575
F_S_WWC_WM_145,F_S_WWC_WM_145.stl,success,4.87467497587204,2.184525966644287,1.3669849038124084,14.556822748038899,9.170837720402732,1.75
F_S_WWC_WM_146,F_S_WWC_WM_146.stl,success,4.868270754814148,2.0429558753967285,1.385167419910431,13.776407444972339,8.956928937164479,1.73465
F_S_WWC_WM_156,F_S_WWC_WM_156.stl,success,4.961560666561127,1.9381812810897827,1.4447099566459656,13.892914618817077,9.014308255874353,1.801825
F_S_WWC_WM_161,F_S_WWC_WM_161.stl,success,4.7573853731155396,1.9270882606506348,1.4573145508766174,13.36051626266915,8.48344895426851,1.7333500000000002
F_S_WWC_WM_164,F_S_WWC_WM_164.stl,success,4.50411057472229,2.066936731338501,1.4049339890480042,13.079530239484862,8.633069504382837,1.8239500000000002
F_S_WWC_WM_166,F_S_WWC_WM_166.stl,success,4.833009719848633,1.9506984949111938,1.3548607230186462,12.773281117737039,8.48735712073656,1.70605
F_S_WWC_WM_173,F_S_WWC_WM_173.stl,success,4.782014846801758,2.326345443725586,1.3557860255241394,15.082602234727235,9.924356325157559,1.814475
F_S_WWC_WM_180,F_S_WWC_WM_180.stl,success,4.832470536231995,1.9521920680999756,1.3356470465660095,12.600374897452404,8.409176428634082,1.71085
F_S_WWC_WM_181,F_S_WWC_WM_181.stl,success,4.544783413410187,2.166897773742676,1.363720715045929,13.430032145875124,8.929700157718543,1.81095
F_S_WWC_WM_192,F_S_WWC_WM_192.stl,success,4.8679327964782715,1.9899176359176636,1.3809745907783508,13.377204396247118,8.417685619868903,1.667025
F_S_WWC_WM_222,F_S_WWC_WM_222.stl,success,4.6581791043281555,2.044389009475708,1.3914594054222107,13.251049037229755,8.528555745444846,1.7794
F_S_WWC_WM_225,F_S_WWC_WM_225.stl,success,4.868061065673828,2.0571577548980713,1.4463043808937073,14.483826584694153,8.984809959799946,1.8225500000000001
F_S_WWC_WM_229,F_S_WWC_WM_229.stl,success,4.561827301979065,1.9897685050964355,1.4569633603096008,13.224827706482676,8.283632040244848,1.75045
F_S_WWC_WM_231,F_S_WWC_WM_231.stl,success,4.376088559627533,2.1815285682678223,1.3321859240531921,12.717795799389954,8.732570162844533,1.754925
F_S_WWC_WM_242,F_S_WWC_WM_242.stl,success,4.772381782531738,2.2272145748138428,1.384964406490326,14.720950466119888,9.88814345538263,1.8992
F_S_WWC_WM_255,F_S_WWC_WM_255.stl,success,4.884478688240051,1.948155403137207,1.355084240436554,12.894607016250408,8.526035394745007,1.7130500000000002
F_S_WWC_WM_259,F_S_WWC_WM_259.stl,success,4.584006369113922,2.152514696121216,1.3811442255973816,13.627944921143598,9.00336926086373,1.77525
F_S_WWC_WM_272,F_S_WWC_WM_272.stl,success,5.110803484916687,2.0545692443847656,1.4471853375434875,15.196169136444931,9.414820099385008,1.7922
F_S_WWC_WM_276,F_S_WWC_WM_276.stl,success,4.899715065956116,2.158473491668701,1.406726896762848,14.877410142925662,9.638782636082965,1.8075750000000002
F_S_WWC_WM_277,F_S_WWC_WM_277.stl,success,4.831478238105774,2.193934679031372,1.3553014397621155,14.36612432170179,9.53541721455378,1.79245
F_S_WWC_WM_292,F_S_WWC_WM_292.stl,success,4.890069365501404,2.1141421794891357,1.3469036221504211,13.924696284391437,9.017052325799844,1.7861250000000002
F_S_WWC_WM_304,F_S_WWC_WM_304.stl,success,4.83469033241272,2.0782525539398193,1.4504953026771545,14.574152576164382,9.550428921415465,1.844225
F_S_WWC_WM_306,F_S_WWC_WM_306.stl,success,4.858983397483826,2.010338068008423,1.3682339787483215,13.365182187675229,8.709101195188042,1.687275
F_S_WWC_WM_307,F_S_WWC_WM_307.stl,success,4.793520212173462,2.2605719566345215,1.3560381531715393,14.694161458692912,9.801582072799087,1.776375
F_S_WWC_WM_312,F_S_WWC_WM_312.stl,success,4.586798250675201,1.9415024518966675,1.3833898901939392,12.319474390572841,7.909329537791433,1.701225
F_S_WWC_WM_328,F_S_WWC_WM_328.stl,success,4.521672368049622,2.137085437774658,1.3354517817497253,12.90473788729783,8.622979882189439,1.75505
F_S_WWC_WM_359,F_S_WWC_WM_359.stl,success,4.795243263244629,2.0510916709899902,1.455150544643402,14.312109197484189,9.365285047916911,1.799425
F_S_WWC_WM_361,F_S_WWC_WM_361.stl,success,4.850261807441711,1.967564344406128,1.4387194514274597,13.729990624488103,8.78692166762502,1.7396500000000001
F_S_WWC_WM_367,F_S_WWC_WM_367.stl,success,4.617242693901062,1.9328163862228394,1.3345776200294495,11.91014748303836,8.147115830272025,1.702175
F_S_WWC_WM_378,F_S_WWC_WM_378.stl,success,4.680303752422333,1.9623348712921143,1.3342795968055725,12.254455138443276,7.99149883011665,1.6817250000000001
F_S_WWC_WM_382,F_S_WWC_WM_382.stl,success,4.8060585260391235,2.070418119430542,1.4558042883872986,14.486054315880919,9.458837849445304,1.843925
F_S_WWC_WM_383,F_S_WWC_WM_383.stl,success,4.666389465332031,2.2862730026245117,1.4165796637535095,15.112978824171856,10.021412041288746,1.9054
F_S_WWC_WM_391,F_S_WWC_WM_391.stl,success,4.768350720405579,2.156270980834961,1.4072127938270569,14.468759708337723,9.590988426260141,1.889725
F_S_WWC_WM_397,F_S_WWC_WM_397.stl,success,5.037711441516876,1.9978317022323608,1.424914300441742,14.341049441827655,8.74822857545048,1.713875
F_S_WWC_WM_405,F_S_WWC_WM_405.stl,success,4.6288886070251465,2.3573901653289795,1.3561765551567078,14.79872941189141,9.559368839785938,1.845625
F_S_WWC_WM_407,F_S_WWC_WM_407.stl,success,4.848066806793213,2.297924041748047,1.3526248335838318,15.068902446676297,10.1411622031395,1.8061
F_S_WWC_WM_427,F_S_WWC_WM_427.stl,success,4.7007224559783936,2.1428587436676025,1.3477748036384583,13.576114324241644,9.109817068223444,1.788275
F_S_WWC_WM_435,F_S_WWC_WM_435.stl,success,4.774550497531891,2.1766715049743652,1.337441861629486,13.899535762331187,9.337403268610764,1.8226
F_S_WWC_WM_449,F_S_WWC_WM_449.stl,success,4.631405055522919,1.8789358139038086,1.3765423893928528,11.978827184356678,8.142658624367359,1.71405
F_S_WWC_WM_458,F_S_WWC_WM_458.stl,success,4.618879497051239,2.085324764251709,1.3684685826301575,13.180903000140068,8.521393191210771,1.7408750000000002
F_S_WWC_WM_460,F_S_WWC_WM_460.stl,success,4.749502718448639,2.033237934112549,1.3732295632362366,13.261098129996405,8.826263321987756,1.7622250000000002
F_S_WWC_WM_465,F_S_WWC_WM_465.stl,success,4.630068600177765,1.9649395942687988,1.3424150347709656,12.21303037203403,7.8264666349770176,1.6871500000000001
F_S_WWC_WM_467,F_S_WWC_WM_467.stl,success,4.64782851934433,1.9250447750091553,1.3646947741508484,12.210303538075626,7.916864197234002,1.6459000000000001
F_S_WWC_WM_473,F_S_WWC_WM_473.stl,success,4.474183917045593,2.0783541202545166,1.4043546319007874,13.059007464854048,8.384096384534992,1.8066250000000001
F_S_WWC_WM_478,F_S_WWC_WM_478.stl,success,4.926963150501251,2.137126922607422,1.3809807896614075,14.541100191430164,9.562947671137184,1.7803250000000002
F_S_WWC_WM_508,F_S_WWC_WM_508.stl,success,4.922328412532806,1.9204412698745728,1.4149364829063416,13.375454887841517,8.423862506561894,1.6681000000000001
F_S_WWC_WM_510,F_S_WWC_WM_510.stl,success,4.679335236549377,2.297957420349121,1.3884719014167786,14.930117738172228,10.000320356412328,1.8545
F_S_WWC_WM_524,F_S_WWC_WM_524.stl,success,4.706564843654633,1.8987209796905518,1.3437878489494324,12.008697506298391,7.903565349004814,1.630875
F_S_WWC_WM_526,F_S_WWC_WM_526.stl,success,4.442313551902771,2.0693812370300293,1.3425005078315735,12.341392789035678,8.247718803618925,1.6988
F_S_WWC_WM_534,F_S_WWC_WM_534.stl,success,4.678595006465912,2.0158517360687256,1.42228502035141,13.41407332545392,8.688796634283376,1.7874
F_S_WWC_WM_537,F_S_WWC_WM_537.stl,success,4.810090780258179,2.048266887664795,1.446065366268158,14.247141636846768,9.067090782132434,1.817225
